Project,Plate_ID,Plate_Row,Plate_Col,Sample,Raw_value
HTS_Cell_Screen_FP,214,8,18,TN214-08-18,6.36319160359885
HTS_Cell_Screen_FP,214,8,19,TN214-08-19,13.2398519325013
HTS_Cell_Screen_FP,214,8,20,TN214-08-20,4.54161703832354
HTS_Cell_Screen_FP,214,8,21,TN214-08-21,7.52641408514415
HTS_Cell_Screen_FP,214,8,22,TN214-08-22,5.57763761377013
HTS_Cell_Screen_FP,214,8,23,TN214-08-23,16.7524725889504
HTS_Cell_Screen_FP,214,8,24,ctrl,10.8218068798941
HTS_Cell_Screen_FP,214,9,1,ctrl,88.2652294283251
HTS_Cell_Screen_FP,214,9,2,TN214-09-02,8.34081809609963
HTS_Cell_Screen_FP,214,9,3,TN214-09-03,9.0741403425053
HTS_Cell_Screen_FP,214,9,4,TN214-09-04,11.5129776305064
HTS_Cell_Screen_FP,214,9,5,TN214-09-05,5.31027129319907
HTS_Cell_Screen_FP,214,9,6,TN214-09-06,9.51071561028113
HTS_Cell_Screen_FP,214,9,7,TN214-09-07,6.87524436281265
HTS_Cell_Screen_FP,214,9,8,TN214-09-08,16.8458707283505
HTS_Cell_Screen_FP,214,9,9,TN214-09-09,15.6367269539909
HTS_Cell_Screen_FP,214,9,10,TN214-09-10,8.60865003134685
HTS_Cell_Screen_FP,214,9,11,TN214-09-11,9.67917634738766
HTS_Cell_Screen_FP,214,9,12,TN214-09-12,12.1227865954682
HTS_Cell_Screen_FP,214,9,13,TN214-09-13,10.2795252060566
HTS_Cell_Screen_FP,214,9,14,TN214-09-14,5.60643886315134
HTS_Cell_Screen_FP,214,9,15,TN214-09-15,5.26285778481951
HTS_Cell_Screen_FP,214,9,16,TN214-09-16,5.48703441052162
HTS_Cell_Screen_FP,214,9,17,TN214-09-17,7.46899925703781
HTS_Cell_Screen_FP,214,9,18,TN214-09-18,8.31055830326402
HTS_Cell_Screen_FP,214,9,19,TN214-09-19,4.9632735087583
HTS_Cell_Screen_FP,214,9,20,TN214-09-20,7.00420252094084
HTS_Cell_Screen_FP,214,9,21,TN214-09-21,3.39550007689401
HTS_Cell_Screen_FP,214,9,22,TN214-09-22,11.2181765511043
HTS_Cell_Screen_FP,214,9,23,TN214-09-23,5.75119899821175
HTS_Cell_Screen_FP,214,9,24,ctrl,8.57738067741528
HTS_Cell_Screen_FP,214,10,1,ctrl,92.10085261193
HTS_Cell_Screen_FP,214,10,2,TN214-10-02,3.34149292631032
HTS_Cell_Screen_FP,214,10,3,TN214-10-03,5.94650727234644
HTS_Cell_Screen_FP,214,10,4,TN214-10-04,5.14598936759767
HTS_Cell_Screen_FP,214,10,5,TN214-10-05,6.19122855281423
HTS_Cell_Screen_FP,214,10,6,TN214-10-06,7.19391381893607
HTS_Cell_Screen_FP,214,10,7,TN214-10-07,7.31068212878178
HTS_Cell_Screen_FP,214,10,8,TN214-10-08,3.0779468122847
HTS_Cell_Screen_FP,214,10,9,TN214-10-09,17.7570463083137
HTS_Cell_Screen_FP,214,10,10,TN214-10-10,14.8554481369422
HTS_Cell_Screen_FP,214,10,11,TN214-10-11,10.1282107135428
HTS_Cell_Screen_FP,214,10,12,TN214-10-12,1.69363207882394
HTS_Cell_Screen_FP,214,10,13,TN214-10-13,14.0256039116669
HTS_Cell_Screen_FP,214,10,14,TN214-10-14,3.64967392591013
HTS_Cell_Screen_FP,214,10,15,TN214-10-15,2.10101646658384
HTS_Cell_Screen_FP,214,10,16,TN214-10-16,3.98091343024708
HTS_Cell_Screen_FP,214,10,17,TN214-10-17,4.26096394096905
HTS_Cell_Screen_FP,214,10,18,TN214-10-18,6.89552181005384
HTS_Cell_Screen_FP,214,10,19,TN214-10-19,8.94286495903775
HTS_Cell_Screen_FP,214,10,20,TN214-10-20,12.1458431118359
HTS_Cell_Screen_FP,214,10,21,TN214-10-21,18.3890205671656
HTS_Cell_Screen_FP,214,10,22,TN214-10-22,9.85745290094485
